campLocation,timestamp,source,destination,user,device,eventType,eventDescription,eventSeverity,mlRiskScore
Mumbai,2023-09-15T23:55,192.168.10.5,172.16.0.20,admin,Workstation123,firewall-change,Firewall rule change: Port 25164 opened for IP 192.168.10.5,warning,0.30
Mumbai,2023-09-16T12:02,192.168.1.100,10.0.0.3,user123,Workstation123,dns-queries,DNS query from IP 192.168.1.100 for domain 'example161.com',warning,0.17
Mumbai,2023-09-18T06:39,192.168.1.100,172.16.1.101,admin,Workstation123,firewall-change,Firewall rule change: Port 17795 opened for IP 192.168.1.100,critical,0.30
Mumbai,2023-09-14T22:26,191.101.27.151,165.33.162.178,admin,Workstation123,api-called,API called: API5 from IP 191.101.27.151,warning,0.73
Mumbai,2023-09-17T20:10,192.168.0.1,192.168.0.3,admin,ServerABC,auth-lockout,User 'admin' locked out after multiple failed login attempts from IP 192.168.0.1,error,0.37
Mumbai,2023-09-14T17:15,178.103.40.86,146.75.31.172,admin,Workstation123,auth-success,Successful login for user 'admin' from IP 178.103.40.86,error,0.63
Mumbai,2023-09-17T10:43,192.168.10.5,192.168.2.6,user123,DeviceXYZ,network-disconnected,Device 'DeviceXYZ' disconnected from the network at IP 192.168.10.5,error,0.13
Mumbai,2023-09-16T09:09,10.10.10.10,192.168.0.2,anonymous,Workstation123,auth-lockout,User 'anonymous' locked out after multiple failed login attempts from IP 10.10.10.10,critical,0.37
Mumbai,2023-09-15T01:53,192.168.2.5,10.0.0.3,admin,DeviceXYZ,network-connected,Device 'DeviceXYZ' connected to the network at IP 192.168.2.5,critical,0.13
Mumbai,2023-09-18T00:48,10.10.10.10,10.1.1.2,guest,Workstation123,permission-changes,User 'guest' changed permissions for file '/path/to/file76.txt',warning,0.17
Mumbai,2023-09-16T06:51,192.168.2.5,10.0.0.3,user123,Workstation123,malware-detection,Malware detected: File 'file686.txt' found on device 'Workstation123',warning,0.37
Mumbai,2023-09-13T09:28,192.168.10.5,192.168.2.6,admin,Workstation123,system-restart,System restart: Reason9,critical,0.30
Mumbai,2023-09-13T04:26,36.178.71.142,5.122.103.116,anonymous,ServerABC,auth-success,Successful login for user 'anonymous' from IP 36.178.71.142,critical,0.63
Mumbai,2023-09-13T05:26,192.168.0.1,172.16.1.101,user123,Workstation123,firewall-change,Firewall rule change: Port 28595 opened for IP 192.168.0.1,informational,0.30
Mumbai,2023-09-15T06:03,192.168.0.1,192.168.0.3,anonymous,DeviceXYZ,system-shutdown,System shutdown: Reason3,error,0.33
Mumbai,2023-09-13T10:41,10.10.10.10,192.168.0.2,user123,DeviceXYZ,auth-success,Successful login for user 'user123' from IP 10.10.10.10,informational,0.10
Mumbai,2023-09-17T16:35,172.16.0.10,10.10.10.20,guest,ServerABC,system-restart,System restart: Reason7,warning,0.30
Mumbai,2023-09-12T21:08,10.0.0.2,172.16.1.101,admin,Workstation123,system-failure,Critical system failure: Error message: 95,critical,0.37
Mumbai,2023-09-14T06:58,192.168.10.5,192.168.0.3,admin,Workstation123,application-usage,User 'admin' used application 'App10',critical,0.13
Mumbai,2023-09-18T05:04,10.1.1.1,172.16.1.101,guest,ServerABC,software-update,Software update: Software3 updated to version v4,informational,0.27
Mumbai,2023-09-18T11:38,55.3.33.130,107.41.27.47,guest,ServerABC,auth-failed,Failed login attempt for user 'guest' from IP 55.3.33.130,error,0.87
Mumbai,2023-09-17T20:15,172.16.0.10,10.0.0.3,guest,ServerABC,permission-changes,User 'guest' changed permissions for file '/path/to/file685.txt',error,0.17
Mumbai,2023-09-16T18:41,192.168.1.100,10.0.0.3,user123,ServerABC,network-connected,Device 'ServerABC' connected to the network at IP 192.168.1.100,critical,0.13
Mumbai,2023-09-15T00:55,10.1.1.1,192.168.0.2,user123,Workstation123,system-failure,Critical system failure: Error message: 84,critical,0.37
Mumbai,2023-09-16T08:43,10.1.1.1,192.168.0.2,anonymous,ServerABC,auth-failed,Failed login attempt for user 'anonymous' from IP 10.1.1.1,informational,0.33
Mumbai,2023-09-16T03:07,172.16.0.10,172.16.0.20,admin,DeviceXYZ,system-failure,Critical system failure: Error message: 53,critical,0.37
Mumbai,2023-09-15T15:17,236.175.160.147,223.23.152.65,user123,DeviceXYZ,network-connected,Device 'DeviceXYZ' connected to the network at IP 236.175.160.147,informational,0.67
Mumbai,2023-09-14T18:01,209.69.205.57,158.237.4.16,guest,DeviceXYZ,dns-queries,DNS query from IP 209.69.205.57 for domain 'example829.com',informational,0.70
Mumbai,2023-09-12T21:54,192.168.10.5,192.168.10.6,admin,Workstation123,auth-failed,Failed login attempt for user 'admin' from IP 192.168.10.5,critical,0.33
Mumbai,2023-09-17T21:06,192.168.1.100,10.0.0.101,user123,Workstation123,network-disconnected,Device 'Workstation123' disconnected from the network at IP 192.168.1.100,error,0.13
Mumbai,2023-09-16T19:32,10.0.0.2,10.10.10.20,admin,Workstation123,auth-success,Successful login for user 'admin' from IP 10.0.0.2,critical,0.10
Mumbai,2023-09-14T15:04,192.168.10.5,10.0.0.101,anonymous,DeviceXYZ,api-called,API called: API1 from IP 192.168.10.5,informational,0.20
Mumbai,2023-09-17T08:58,192.168.2.5,10.1.1.2,user123,ServerABC,network-disconnected,Device 'ServerABC' disconnected from the network at IP 192.168.2.5,informational,0.13
Mumbai,2023-09-17T16:33,192.168.10.5,192.168.10.6,user123,DeviceXYZ,system-restart,System restart: Reason8,informational,0.30
Mumbai,2023-09-13T18:24,192.168.1.100,172.16.0.20,anonymous,Workstation123,malware-detection,Malware detected: File 'file906.txt' found on device 'Workstation123',warning,0.37
Mumbai,2023-09-13T00:03,10.10.10.10,172.16.0.20,guest,Workstation123,network-connected,Device 'Workstation123' connected to the network at IP 10.10.10.10,critical,0.13
Mumbai,2023-09-16T20:05,192.168.1.100,10.0.0.101,guest,Workstation123,network-connected,Device 'Workstation123' connected to the network at IP 192.168.1.100,informational,0.13
Mumbai,2023-09-17T20:54,192.168.10.5,192.168.0.3,user123,ServerABC,dns-queries,DNS query from IP 192.168.10.5 for domain 'example560.com',error,0.17
Mumbai,2023-09-13T19:18,192.168.0.1,172.16.1.101,guest,Workstation123,application-errors,Application error: Error message: 36,error,0.27
Mumbai,2023-09-14T00:12,192.168.1.100,172.16.0.20,anonymous,Workstation123,application-usage,User 'anonymous' used application 'App2',critical,0.13
Mumbai,2023-09-13T13:48,10.10.10.10,192.168.10.6,user123,DeviceXYZ,dns-queries,DNS query from IP 10.10.10.10 for domain 'example731.com',critical,0.17
Mumbai,2023-09-14T03:49,203.146.65.116,234.130.126.138,user123,Workstation123,auth-success,Successful login for user 'user123' from IP 203.146.65.116,informational,0.63
Mumbai,2023-09-14T01:36,172.16.0.10,10.1.1.2,anonymous,Workstation123,api-called,API called: API2 from IP 172.16.0.10,informational,0.20
Mumbai,2023-09-14T07:04,172.16.0.10,172.16.1.101,admin,ServerABC,software-update,Software update: Software6 updated to version v5,informational,0.27
Mumbai,2023-09-18T14:10,192.168.0.1,192.168.0.2,anonymous,Workstation123,api-called,API called: API5 from IP 192.168.0.1,error,0.20
Mumbai,2023-09-16T19:11,192.168.0.1,172.16.0.20,guest,DeviceXYZ,software-update,Software update: Software8 updated to version v2,critical,0.27
Mumbai,2023-09-16T16:35,10.0.0.2,192.168.2.6,admin,ServerABC,file-access,File access: Write to file '/path/to/file320.txt' by user 'admin' from IP 10.0.0.2,error,0.23
Mumbai,2023-09-17T03:15,10.10.10.10,172.16.0.20,user123,Workstation123,network-disconnected,Device 'Workstation123' disconnected from the network at IP 10.10.10.10,informational,0.13
Mumbai,2023-09-14T14:00,172.16.0.10,192.168.0.2,admin,ServerABC,api-called,API called: API4 from IP 172.16.0.10,warning,0.20
Mumbai,2023-09-13T02:37,172.16.0.10,172.16.1.101,anonymous,DeviceXYZ,malware-detection,Malware detected: File 'file515.txt' found on device 'DeviceXYZ',warning,0.37
Mumbai,2023-09-16T15:09,192.168.10.5,172.16.1.101,anonymous,ServerABC,system-restart,System restart: Reason9,informational,0.30
Mumbai,2023-09-16T06:29,192.168.2.5,10.10.10.20,admin,Workstation123,file-access,File access: Write to file '/path/to/file561.txt' by user 'admin' from IP 192.168.2.5,warning,0.23
Mumbai,2023-09-15T11:17,192.168.0.1,172.16.0.20,user123,ServerABC,permission-changes,User 'user123' changed permissions for file '/path/to/file641.txt',informational,0.17
Mumbai,2023-09-17T15:58,192.168.0.1,10.0.0.3,admin,DeviceXYZ,api-called,API called: API5 from IP 192.168.0.1,informational,0.20
Mumbai,2023-09-14T09:31,10.10.10.10,172.16.0.20,anonymous,DeviceXYZ,malware-detection,Malware detected: File 'file943.txt' found on device 'DeviceXYZ',critical,0.37
Mumbai,2023-09-15T23:52,10.0.0.2,192.168.10.6,anonymous,ServerABC,dns-queries,DNS query from IP 10.0.0.2 for domain 'example537.com',error,0.17
Mumbai,2023-09-15T08:31,10.10.10.10,192.168.0.2,admin,DeviceXYZ,api-called,API called: API2 from IP 10.10.10.10,error,0.20
Mumbai,2023-09-14T19:11,172.16.1.100,10.10.10.20,anonymous,Workstation123,dns-queries,DNS query from IP 172.16.1.100 for domain 'example821.com',error,0.17
Mumbai,2023-09-15T16:25,10.0.0.2,192.168.0.3,admin,DeviceXYZ,auth-success,Successful login for user 'admin' from IP 10.0.0.2,informational,0.10
Mumbai,2023-09-17T04:22,192.168.1.100,10.10.10.20,anonymous,Workstation123,permission-changes,User 'anonymous' changed permissions for file '/path/to/file479.txt',informational,0.17
Mumbai,2023-09-16T14:43,172.16.0.10,192.168.0.3,anonymous,ServerABC,file-access,File access: Write to file '/path/to/file687.txt' by user 'anonymous' from IP 172.16.0.10,informational,0.23
Mumbai,2023-09-15T17:02,192.168.1.100,10.1.1.2,admin,Workstation123,application-usage,User 'admin' used application 'App5',critical,0.13
Mumbai,2023-09-18T08:58,172.16.1.100,172.16.0.20,user123,ServerABC,network-connected,Device 'ServerABC' connected to the network at IP 172.16.1.100,error,0.13
Mumbai,2023-09-18T15:43,192.168.2.5,10.1.1.2,admin,ServerABC,auth-failed,Failed login attempt for user 'admin' from IP 192.168.2.5,critical,0.33
Mumbai,2023-09-14T05:01,10.1.1.1,192.168.2.6,guest,Workstation123,auth-lockout,User 'guest' locked out after multiple failed login attempts from IP 10.1.1.1,error,0.37
Mumbai,2023-09-18T10:24,172.16.1.100,192.168.0.2,user123,ServerABC,malware-detection,Malware detected: File 'file813.txt' found on device 'ServerABC',informational,0.37
Mumbai,2023-09-15T23:47,192.168.2.5,192.168.10.6,anonymous,ServerABC,api-called,API called: API5 from IP 192.168.2.5,informational,0.20
Mumbai,2023-09-18T08:01,172.16.1.100,10.0.0.3,admin,ServerABC,permission-changes,User 'admin' changed permissions for file '/path/to/file744.txt',warning,0.17
Mumbai,2023-09-15T14:39,192.168.10.5,172.16.1.101,guest,ServerABC,file-access,File access: Read to file '/path/to/file680.txt' by user 'guest' from IP 192.168.10.5,error,0.23
Mumbai,2023-09-16T00:40,172.16.0.10,192.168.10.6,user123,Workstation123,auth-success,Successful login for user 'user123' from IP 172.16.0.10,error,0.10
Mumbai,2023-09-15T02:15,10.10.10.10,192.168.2.6,admin,DeviceXYZ,api-called,API called: API4 from IP 10.10.10.10,informational,0.20
Mumbai,2023-09-13T01:31,192.168.10.5,10.1.1.2,admin,ServerABC,auth-lockout,User 'admin' locked out after multiple failed login attempts from IP 192.168.10.5,warning,0.37
Mumbai,2023-09-17T09:42,192.168.10.5,10.1.1.2,anonymous,Workstation123,api-called,API called: API5 from IP 192.168.10.5,warning,0.20
Mumbai,2023-09-17T03:17,87.68.156.84,199.111.120.15,guest,ServerABC,application-errors,Application error: Error message: 63,critical,0.80
Mumbai,2023-09-16T04:23,10.10.10.10,10.1.1.2,anonymous,DeviceXYZ,auth-failed,Failed login attempt for user 'anonymous' from IP 10.10.10.10,error,0.33
Mumbai,2023-09-14T02:51,192.168.0.1,192.168.0.3,anonymous,ServerABC,system-restart,System restart: Reason7,critical,0.30
Mumbai,2023-09-18T07:33,172.16.0.10,192.168.0.3,guest,Workstation123,application-errors,Application error: Error message: 48,error,0.27
Mumbai,2023-09-13T05:37,10.1.1.1,192.168.0.3,admin,DeviceXYZ,system-shutdown,System shutdown: Reason2,informational,0.33
Mumbai,2023-09-17T14:54,172.16.0.10,10.0.0.101,guest,ServerABC,auth-failed,Failed login attempt for user 'guest' from IP 172.16.0.10,informational,0.33
Mumbai,2023-09-17T09:51,10.0.0.100,172.16.1.101,admin,DeviceXYZ,dns-queries,DNS query from IP 10.0.0.100 for domain 'example499.com',informational,0.17
Mumbai,2023-09-15T07:14,10.0.0.100,192.168.0.3,anonymous,ServerABC,application-usage,User 'anonymous' used application 'App3',error,0.13
Mumbai,2023-09-13T08:28,192.168.10.5,192.168.0.2,user123,DeviceXYZ,software-update,Software update: Software4 updated to version v1,error,0.27
Mumbai,2023-09-15T11:31,10.10.10.10,10.10.10.20,admin,Workstation123,malware-detection,Malware detected: File 'file819.txt' found on device 'Workstation123',critical,0.37
Mumbai,2023-09-13T15:56,192.168.1.100,192.168.0.2,user123,ServerABC,system-failure,Critical system failure: Error message: 18,warning,0.37
Mumbai,2023-09-13T06:50,192.168.1.100,10.1.1.2,anonymous,ServerABC,system-failure,Critical system failure: Error message: 12,informational,0.37
Mumbai,2023-09-12T21:12,10.10.10.10,172.16.0.20,admin,ServerABC,firewall-change,Firewall rule change: Port 43280 opened for IP 10.10.10.10,error,0.30
Mumbai,2023-09-14T09:45,172.16.1.100,192.168.2.6,user123,Workstation123,system-shutdown,System shutdown: Reason4,warning,0.33
Mumbai,2023-09-16T15:33,172.16.1.100,172.16.0.20,admin,DeviceXYZ,file-access,File access: Read to file '/path/to/file72.txt' by user 'admin' from IP 172.16.1.100,warning,0.23
Mumbai,2023-09-18T14:40,172.16.0.10,10.0.0.101,guest,DeviceXYZ,permission-changes,User 'guest' changed permissions for file '/path/to/file998.txt',informational,0.17
Mumbai,2023-09-13T15:24,10.0.0.100,192.168.2.6,user123,ServerABC,auth-failed,Failed login attempt for user 'user123' from IP 10.0.0.100,critical,0.33
Mumbai,2023-09-18T09:59,172.16.1.100,172.16.0.20,anonymous,Workstation123,system-failure,Critical system failure: Error message: 98,warning,0.37
Mumbai,2023-09-14T17:26,192.168.0.1,172.16.1.101,user123,ServerABC,file-access,File access: Read to file '/path/to/file10.txt' by user 'user123' from IP 192.168.0.1,warning,0.23
Mumbai,2023-09-15T02:26,172.16.0.10,10.0.0.3,user123,Workstation123,dns-queries,DNS query from IP 172.16.0.10 for domain 'example375.com',error,0.17
Mumbai,2023-09-17T02:45,172.16.1.100,192.168.10.6,admin,Workstation123,auth-success,Successful login for user 'admin' from IP 172.16.1.100,critical,0.10
Mumbai,2023-09-13T04:24,192.168.0.1,10.0.0.101,guest,DeviceXYZ,permission-changes,User 'guest' changed permissions for file '/path/to/file581.txt',informational,0.17
Mumbai,2023-09-13T05:22,172.16.1.100,192.168.2.6,anonymous,DeviceXYZ,dns-queries,DNS query from IP 172.16.1.100 for domain 'example828.com',critical,0.17
Mumbai,2023-09-17T04:34,10.10.10.10,192.168.2.6,admin,Workstation123,file-access,File access: Write to file '/path/to/file684.txt' by user 'admin' from IP 10.10.10.10,error,0.23
Mumbai,2023-09-12T15:41,192.168.2.5,10.0.0.3,guest,Workstation123,auth-success,Successful login for user 'guest' from IP 192.168.2.5,error,0.10
Mumbai,2023-09-14T04:44,184.29.26.194,1.231.5.140,admin,ServerABC,malware-detection,Malware detected: File 'file437.txt' found on device 'ServerABC',informational,0.90
Mumbai,2023-09-16T23:12,10.0.0.100,192.168.0.2,guest,DeviceXYZ,dns-queries,DNS query from IP 10.0.0.100 for domain 'example841.com',warning,0.17
Mumbai,2023-09-18T11:16,192.168.2.5,10.0.0.101,anonymous,ServerABC,network-disconnected,Device 'ServerABC' disconnected from the network at IP 192.168.2.5,warning,0.13
Mumbai,2023-09-15T21:13,10.1.1.1,10.10.10.20,user123,DeviceXYZ,application-usage,User 'user123' used application 'App1',error,0.13
Mumbai,2023-09-14T21:42,192.168.0.1,192.168.10.6,anonymous,ServerABC,network-disconnected,Device 'ServerABC' disconnected from the network at IP 192.168.0.1,error,0.13
Mumbai,2023-09-15T05:53,10.1.1.1,172.16.0.20,guest,ServerABC,network-connected,Device 'ServerABC' connected to the network at IP 10.1.1.1,critical,0.13
Mumbai,2023-09-16T02:15,192.168.10.5,192.168.0.2,guest,DeviceXYZ,firewall-change,Firewall rule change: Port 17499 opened for IP 192.168.10.5,informational,0.30
Mumbai,2023-09-12T17:11,172.16.1.100,10.10.10.20,admin,Workstation123,auth-lockout,User 'admin' locked out after multiple failed login attempts from IP 172.16.1.100,warning,0.37
Mumbai,2023-09-15T02:22,125.92.77.91,42.141.67.90,user123,DeviceXYZ,network-connected,Device 'DeviceXYZ' connected to the network at IP 125.92.77.91,informational,0.67
Mumbai,2023-09-18T06:10,172.16.0.10,172.16.0.20,anonymous,ServerABC,application-errors,Application error: Error message: 87,error,0.27
Mumbai,2023-09-13T12:27,172.16.1.100,192.168.0.3,user123,Workstation123,dns-queries,DNS query from IP 172.16.1.100 for domain 'example842.com',warning,0.17
Mumbai,2023-09-13T05:45,192.168.0.1,10.0.0.3,guest,DeviceXYZ,software-update,Software update: Software4 updated to version v4,critical,0.27
Mumbai,2023-09-14T04:28,172.16.0.10,10.1.1.2,guest,ServerABC,auth-failed,Failed login attempt for user 'guest' from IP 172.16.0.10,error,0.33
Mumbai,2023-09-18T12:29,10.10.10.10,172.16.1.101,anonymous,Workstation123,permission-changes,User 'anonymous' changed permissions for file '/path/to/file792.txt',warning,0.17
Mumbai,2023-09-16T05:49,10.0.0.100,192.168.0.2,guest,DeviceXYZ,permission-changes,User 'guest' changed permissions for file '/path/to/file175.txt',informational,0.17
Mumbai,2023-09-13T04:55,10.0.0.2,10.1.1.2,guest,DeviceXYZ,auth-lockout,User 'guest' locked out after multiple failed login attempts from IP 10.0.0.2,informational,0.37
Mumbai,2023-09-14T00:23,17.246.107.196,21.63.185.120,guest,DeviceXYZ,dns-queries,DNS query from IP 17.246.107.196 for domain 'example497.com',informational,0.70
Mumbai,2023-09-17T07:30,192.168.2.5,192.168.0.3,admin,ServerABC,malware-detection,Malware detected: File 'file274.txt' found on device 'ServerABC',error,0.37
Mumbai,2023-09-17T14:42,10.0.0.100,10.0.0.3,guest,Workstation123,system-shutdown,System shutdown: Reason7,critical,0.33
Mumbai,2023-09-12T17:22,47.241.180.129,79.188.168.253,guest,Workstation123,system-shutdown,System shutdown: Reason2,critical,0.87
Mumbai,2023-09-14T16:02,157.62.175.117,120.86.104.244,guest,ServerABC,system-shutdown,System shutdown: Reason8,warning,0.87
Mumbai,2023-09-16T02:49,192.168.0.1,10.0.0.101,admin,Workstation123,auth-lockout,User 'admin' locked out after multiple failed login attempts from IP 192.168.0.1,informational,0.37
Mumbai,2023-09-14T17:05,10.0.0.2,192.168.0.2,anonymous,ServerABC,auth-lockout,User 'anonymous' locked out after multiple failed login attempts from IP 10.0.0.2,critical,0.37
